id,datum,jahr,ort,vortragstitel,anlass,ga,zyklus
19120206,06.02.1912,1912,Wien,Tod und Unsterblichkeit im Lichte der Geisteswissenschaft,,69d,
19120207,07.02.1912,1912,Wien,Das Wesen der Ewigkeit und die Natur der Menschenseele im Lichte der Geisteswissenschaft,,69d,
19120208,08.02.1912,1912,Wien,Das menschliche Leben im Lichte des Karmagedankens. Grundstimmung dem menschlichen Karma gegenüber,,130,
19120209,09.02.1912,1912,Wien,Christian Rosenkreuz. Intimitäten des Karma,,130,
19120210,10.02.1912,1912,Klagenfurt,,,,
19120215,15.02.1912,1912,Berlin,Kopernikus und seine Zeit im Lichte der Geisteswissenschaft,,61,
19120219,19.02.1912,1912,Stuttgart,Der Mensch und sein Verhältnis zu den über sinnlichen Welten,,69d,
19120220a,20.02.1912,1912,Stuttgart,Reinkarnation und Karma,,135,
19120220b,20.02.1912,1912,Stuttgart,,Esoterische Stunde,266/2,
19120221a,21.02.1912,1912,Stuttgart,Reinkarnation und Karma. Wissen und Glauben,,135,
19120221b,21.02.1912,1912,Stuttgart,,,,
19120222a,22.02.1912,1912,Stuttgart,Christus und das XX. Jahrhundert,,69c,
19120222b,22.02.1912,1912,Stuttgart,,Esoterische Stunde,266/2,
19120223,23.02.1912,1912,Stuttgart,,Esoterische Stunde,266/2,
19120224,24.02.1912,1912,München,Die verborgenen Tiefen des Seelenlebens,,69d,
19120225,25.02.1912,1912,München,Bewußtes und unterbewußtes Seelenleben. Karma. Naturgesetze und moralische Gesetzmäßigkeit. Spiegelungen des Bewusstseins. Oberbewusstsein und Unterbewusstsein,,143,
19120226a,26.02.1912,1912,München,Der Ursprung des Menschen im Lichte der Geisteswissenschaft,,69d,
19120226b,26.02.1912,1912,München,,Esoterische Stunde,266/2,
19120227,27.02.1912,1912,München,Vorgänge des unterbewußten Seelenlebens. Verborgene Kräfte des Seelenlebens,,143,
19120229,29.02.1912,1912,Berlin,"Der Tod bei Mensch, Tier und Pflanze",,61,
19120305,05.03.1912,1912,Berlin,Reinkarnation und Karma und ihre Bedeutung für die Kultur der Gegenwart,,135,
19120310a,10.03.1912,1912,Mannheim,,Esoterische Stunde,266/2,
19120310b,10.03.1912,1912,Mannheim,,Esoterische Stunde,266/2,
19120310c,10.03.1912,1912,Frankfurt,Die Theosophie in ihrer Beziehung zum unmittelbaren Seelenleben,,,
19120310d,10.03.1912,1912,Frankfurt,,Esoterische Stunde,266/2,
19120311,11.03.1912,1912,Frankfurt,Die verborgenen Tiefen des Seelenlebens,,,
19120314,14.03.1912,1912,Berlin,Die Selbsterziehung des Menschen im Lichte der Geisteswissenschaft,,61,
19120319,19.03.1912,1912,Berlin,Die Zeugen vergangener Zeiten in den gegenwärtigen Menschheitskulturen,,133,36
19120321,21.03.1912,1912,Berlin,Das Wesen der Ewigkeit und die Natur der Menschenseele im Lichte der Geisteswissenschaft,,61,
19120322,22.03.1912,1912,Berlin,,Esoterische Stunde,266/2,
19120326,26.03.1912,1912,Berlin,Der Zufall und das gegenwärtige Menschenbewußtsein. Eine Ostermeditation,,133,36
19120328,28.03.1912,1912,Berlin,Darwin und die übersinnliche Forschung,,61,
19120403,03.04.1912,1912,Helsingfors,Vortrag 1,,136,21
19120404,04.04.1912,1912,Helsingfors,Vortrag 2,,136,21
19120405a,05.04.1912,1912,Helsingfors,Vortrag 3,,136,21
19120405b,05.04.1912,1912,Helsingfors,,Esoterische Stunde,266/2,
19120406,06.04.1912,1912,Helsingfors,Vortrag 4,,136,21
19120407,07.04.1912,1912,Helsingfors,Vortrag 5,,"136,158",21
19120408,08.04.1912,1912,Helsingfors,Vortrag 6,,136,21
19120409,09.04.1912,1912,Helsingfors,Das Wesen nationaler Epen mit speziellem Hinweis auf Kalewala,,158,
19120410,10.04.1912,1912,Helsingfors,Vortrag 7,,136,21
19120411a,11.04.1912,1912,Helsingfors,Vortrag 8,,136,21
19120411b,11.04.1912,1912,Helsingfors,"Vortrag für die russischen Zuhörer des Vortragszyklus ""Die geistigen Wesenheiten in den Himmelskörpern und Naturreichen""",Vortrag für die russischen Zuhörer des Zyklus,158,
19120412,12.04.1912,1912,Helsingfors,Der Okkultismus und die Initiation,,136,
19120413,13.04.1912,1912,Helsingfors,Vortrag 9,,136,21
19120414a,14.04.1912,1912,Helsingfors,Vortrag 10,,136,21
19120414b,14.04.1912,1912,Helsingfors,,Esoterische Stunde,266/2,
19120416,16.04.1912,1912,Stockholm,Äußere Menschheitsentwicklung und innerer Menschheitsfortschritt: der äußere und der innere Christus. Der Weg durch die Evangelien und der Weg der inneren Erfahrung,,143,
19120417,17.04.1912,1912,Stockholm,Äußere Menschheitsentwicklung und innerer Menschheitsfortschritt: der äußere und der innere Christus. Der Weg der Initiation,,143,
19120418,18.04.1912,1912,Stockholm,Tod und Unsterblichkeit im Lichte der Geisteswissenschaft,,69d,
19120419,19.04.1912,1912,Stockholm,Christus und das XX. Jahrhundert,,,
19120423,23.04.1912,1912,Berlin,Die Wirkung der Theosophie im Menschheitsfortschritt. Die menschlichen Seelenkräfte und ihre Inspiratoren. Kalewala - das Epos der Finnen,,133,36
19120424,24.04.1912,1912,Berlin,,Esoterische Stunde,266/2,
19120502,02.05.1912,1912,Berlin,Der Eintritt der Reinkarnationsidee in die abendländische Kultur. Die Heroldschaft einer Individualität für das Christentum,,133,36
19120505,05.05.1912,1912,Düsseldorf,"Buddhismus und Christentum. Die Tatsache des durch den Tod gegangen Gottes-Impulses ""Fünf Ostern"" von Anastasius Grün",,130,
19120506a,06.05.1912,1912,Köln,Vergessen und Gedenken. Raffaels «Schule von Athen»,Einweihung des neuen Zweigraumes,,
19120506b,06.05.1912,1912,Köln,Christus und das XX. Jahrhundert,,69c,
19120507a,07.05.1912,1912,Köln,Die äußere Natur als Gleichnis für den Geist. Der Sinn der Jahresfeste. Der neuerschienene «Seelenkalender». Die Geheimnisse der Reiche der Himmel in Gleichnissen und wirklicher Gestalt. Einleitung Gedenkworte für Herrn Terwil und Baron Oskar von Hoffmann,,"143,261",
19120507b,07.05.1912,1912,Köln,,,265,
19120508,08.05.1912,1912,Köln,H. P. Blavatsky. Elias - Johannes der Täufer - Raffael - Novalis. Die Hüllen des Christus. Vorverkündigung und Heroldtum des Christus-Impulses. Der Christus-Geist und seine Hüllen: ein Pfingstbotschaft,Zum «weißen Lotustag».,143,
19120509,09.05.1912,1912,Köln,,Esoterische Stunde,"266/2, GA 268",
19120514,14.05.1912,1912,Berlin,"Die Mission der Erde. Erstaunen, Mitgefühl und Gewissen. Das Bleibende des Christus-Impulses",,133,36
19120516,16.05.1912,1912,München,Die Geisteswissenschaft und die verschiedenen Weltanschauungen. Elias - Johannes der Täufer - Raffael - Novalis. Der neue «Seelenkalender». Zur Synthese der Weltanschauungen. Eine vierfache Heroldschaft,,143,
19120517,17.05.1912,1912,München,Das Wesen der geisteswissenschaftlichen Erkenntnis und deren Bedeutung für das Leben,,69e,
19120520,20.05.1912,1912,Berlin,Die Signatur der Menschheitsentwicklung. Die fortlaufende Individualität. Das Auftauchen der neuen Kraft des Geistselbst im Menschen,,133,36
19120523,23.05.1912,1912,Kopenhagen,Über den Sinn des Lebens,,155,
19120524,24.05.1912,1912,Kopenhagen,Über den Sinn des Lebens,,155,
19120528,28.05.1912,1912,Norrköping,Theosophische Moral,,155,
19120529,29.05.1912,1912,Norrköping,Theosophische Moral,,155,
19120530a,30.05.1912,1912,Norrköping,Theosophische Moral,,155,
19120530b,30.05.1912,1912,Norrköping,,Esoterische Stunde,266/2,
19120602,02.06.1912,1912,Kristiania (Oslo),Vortrag 1,,137,22
19120603,03.06.1912,1912,Kristiania (Oslo),Tod und Unsterblichkeit im Lichte der Geisteswissenschaft,,85,
19120604,04.06.1912,1912,Kristiania (Oslo),Vortrag 2,,137,22
19120605,05.06.1912,1912,Kristiania (Oslo),Vortrag 3,,137,22
19120606,06.06.1912,1912,Kristiania (Oslo),Vortrag 4,,137,22
19120607a,07.06.1912,1912,Kristiania (Oslo),Vortrag 5,,137,22
19120607b,07.06.1912,1912,Kristiania (Oslo),,Esoterische Stunde,266/2,
19120608,08.06.1912,1912,Kristiania (Oslo),Vortrag 6,,137,22
19120609a,09.06.1912,1912,Kristiania (Oslo),Vortrag 7,,137,22
19120609b,09.06.1912,1912,Kristiania (Oslo),,Esoterische Stunde,266/2,
19120610,10.06.1912,1912,Kristiania (Oslo),Vortrag 8,,137,22
19120611a,11.06.1912,1912,Kristiania (Oslo),Vortrag 9,,137,22
19120611b,11.06.1912,1912,Kristiania (Oslo),,Esoterische Stunde,266/2,
19120612a,12.06.1912,1912,Kristiania (Oslo),Vortrag 10,,137,22
19120612b,12.06.1912,1912,Kristiania (Oslo),,,,
19120617,17.06.1912,1912,Hamburg,Buddha und Christus. Das Mysterium von Golgatha. Luzifer und Christus,Einweihung des Christian Rosenkreuz-Zweiges,130,
19120618,18.06.1912,1912,Berlin,"Der irdische Mensch I. Bewusstsein, Gedächtnis, Karma. Gedankenformen",,133,36
19120620,20.06.1912,1912,Berlin,Der irdische Mensch. Formkräfte des Innern. Das Prinzip des Fortschritts in der Evolution. Der Ernst der Stunde,,133,36
19120723,23.07.1912,1912,München,Gedenkworte für Caroline von Sivers-Baum,,261,
19120825,25.08.1912,1912,München,Vortrag 1,,138,23
19120826,26.08.1912,1912,München,Vortrag 2,,138,23
19120827,27.08.1912,1912,München,Vortrag 3,,138,23
19120828,28.08.1912,1912,München,Vortrag 4,,138,23
19120829,29.08.1912,1912,München,Vortrag 5,,138,23
19120830a,30.08.1912,1912,München,Vortrag 6,,138,23
19120830b,30.08.1912,1912,München,Die Theosophie und das Geistesleben der Gegenwart,,138,
19120831,31.08.1912,1912,München,Vortrag 7,,138,23
19120901,01.09.1912,1912,München,,Esoterische Stunde,266/2,
19120905,05.09.1912,1912,München,,,265,
19120915,15.09.1912,1912,Basel,Vortrag 1,,139,24
19120916,16.09.1912,1912,Basel,Vortrag 2,,139,24
19120917,17.09.1912,1912,Basel,Vortrag 3,,139,24
19120918,18.09.1912,1912,Basel,Vortrag 4,,139,24
19120919,19.09.1912,1912,Basel,Vortrag 5,,139,24
19120920a,20.09.1912,1912,Basel,Vortrag 6,,139,24
19120920b,20.09.1912,1912,Basel,,Esoterische Stunde,"264,266/2",
19120921,21.09.1912,1912,Basel,Vortrag 7,,139,24
19120922a,22.09.1912,1912,Basel,Vortrag 8,,139,24
19120922b,22.09.1912,1912,Basel,,Esoterische Stunde,266/2,
19120923,23.09.1912,1912,Basel,Vortrag 9,,139,24
19120924a,24.09.1912,1912,Basel,Vortrag 10,,139,24
19120924b,24.09.1912,1912,Basel,,,265,
19120925a,25.09.1912,1912,Basel,Die Aufgaben der Geistewissenschaft für die Zukunft,,69e,
19120925b,25.09.1912,1912,Basel,,,"264,265",
19120926,26.09.1912,1912,Basel,Die Geisteswissenschaft und das menschliche Leben,,69e,
19121026,26.10.1912,1912,Mailand,Das Leben der Seele nach dem Tode im Devachan. Untersuchungen über das Leben zwischen Tod und neuer Geburt,,140,
19121027,27.10.1912,1912,Mailand,Das Leben der Seele nach dem Tode im Devachan. Untersuchungen über das Leben zwischen Tod und neuer Geburt,,140,
19121031,31.10.1912,1912,Berlin,Wie widerlegt man Geistesforschung (Theosophie)?,,62,
19121103,03.11.1912,1912,Wien,Die neuesten Ergebnisse okkulter Forschung über das Leben zwischen Tod und neuer Geburt,,140,
19121105,05.11.1912,1912,Berlin,Vortrag 1,,141,37
19121107,07.11.1912,1912,Berlin,Wie begründet man Geistesforschung (Theosophie)?,,62,
19121108,08.11.1912,1912,Berlin,,Esoterische Stunde,266/2,
19121112,12.11.1912,1912,Berlin,Die Polemik der Gegner,,,
19121114,14.11.1912,1912,Berlin,Die Aufgaben der Geistesforschung für Gegenwart und Zukunft,,62,
19121116,16.11.1912,1912,Hamburg,Christus im 20. Jahrhundert,,69c,
19121118,18.11.1912,1912,Hannover,Der Aufbau der menschlichen Leibesglieder im Leben zwischen Tod und neuer Geburt. Der Durchgang des Menschen durch die Planetensphären und die Bedeutung der Christus-Erkenntnis,Einweihung des Zweiges,140,
19121119,19.11.1912,1912,Hannover,,Esoterische Stunde,266/2,
19121120,20.11.1912,1912,Berlin,Vortrag 2,,141,37
19121121,21.11.1912,1912,Berlin,Die Wege der übersinnlichen Erkenntnis,,62,
19121125,25.11.1912,1912,München,Wahrheiten der Geistesforschung,,"69a,324a",
19121126,26.11.1912,1912,München,Das Leben zwischen Tod und neuer Geburt,,140,
19121127,27.11.1912,1912,München,Irrtümer der Geistesforschung,,69a,
19121128a,28.11.1912,1912,München,Das Leben zwischen Tod und neuer Geburt,,140,
19121128b,28.11.1912,1912,München,,Esoterische Stunde,266/2,
19121201,01.12.1912,1912,Berlin,Ludwig Uhland,Matinee im Kunst- und Musikzimmer,281,
19121203,03.12.1912,1912,Berlin,Vortrag 3,,141,37
19121205,05.12.1912,1912,Berlin,Ergebnisse der Geistesforschung für Lebensfragen und das Todesrätsel,,62,
19121210,10.12.1912,1912,Berlin,Vortrag 4,,141,37
19121212,12.12.1912,1912,Berlin,Naturwissenschaft und Geistesforschung,,62,
19121215,15.12.1912,1912,Bern,Das Leben zwischen Tod und neuer Geburt. Einiges über die Technik des Karma im Leben nach dem Tode,,140,
19121216a,16.12.1912,1912,Bern,Wahrheiten und Irrtümer der Geistesforschung,,85,
19121216b,16.12.1912,1912,Bern,,Esoterische Stunde,266/2,
19121217a,17.12.1912,1912,Zürich,,Esoterische Stunde,266/2,
19121217b,17.12.1912,1912,Zürich,Die Liebe und ihre Bedeutung in der Welt,,143,
19121218,18.12.1912,1912,Neuchâtel,"Christian Rosenkreuz. Die Mission des Christian Rosenkreuz, deren Charakter und Aufgabe. Die Mission des Gautama Buddha auf dem Mars",,130,
19121219,19.12.1912,1912,St. Gallen,Das Leben nach dem Tode. Der gestirnte Himmel über mir - das moralische Gesetz in mir,,130,
19121222,22.12.1912,1912,Berlin,Vortrag 5,,141,37
19121224,24.12.1912,1912,Berlin,Betrachungen über den Weihnachtsabend. Die Geburt des Erdenlichtes aus der Finsternis der Weihenacht,,143,
19121228,28.12.1912,1912,Köln,Vortrag 1,,142,25
19121229a,29.12.1912,1912,Köln,Novalis und die anthroposophische Geistesströmung. Novalis als Verkünder des spirituell zu erfassenden Christus-Impulses,Matinee,143,
19121229b,29.12.1912,1912,Köln,Vortrag 2,,142,25
19121230,30.12.1912,1912,Köln,Vortrag 3,,142,25
19121231,31.12.1912,1912,Köln,Vortrag 4,,142,25
19130101,01.01.1913,1913,Köln,Vortrag 5,,"142,268",25
19130102a,02.01.1913,1913,Köln,Wahrheiten der Geistesforschung,,69e,
19130102b,02.01.1913,1913,Köln,,Esoterische Stunde,"264,266/3",
19130103,03.01.1913,1913,Köln,Irrtümer der Geistesforschung,,69e,
19130104,04.01.1913,1913,Köln,,Esoterische Stunde,"264,266/3",
19130106,06.01.1913,1913,Berlin,,Esoterische Stunde,266/3,
19130107a,07.01.1913,1913,Berlin,"Olaf Asteson, das Wachen des Erdgeistes.","Matinee, Einleitung zum Mitglieder-Vortrag",158,
19130107b,07.01.1913,1913,Berlin,Vortrag 6,,141,37
19130109,09.01.1913,1913,Berlin,Jakob Böhme,,62,
19130111,11.01.1913,1913,Leipzig,Wahrheiten und Irrtümer der Geistesforschung,,69e,
19130112,12.01.1913,1913,Leipzig,Das Wirken Ahrimans und Luzifer im gegenwärtigen Geistesleben. Die «öffentliche Meinung». Luziferisches und Ahrimanisches im heutigen Kulturleben,,150,
19130114,14.01.1913,1913,Berlin,Vortrag 7,,141,37
19130116,16.01.1913,1913,Berlin,"Die Weltanschauung eines Kulturforschers der Gegenwart, Hermann Grimm, und die Geistesforschung",,62,
19130119,19.01.1913,1913,Wien,Die übersinnlichen Welten und das Wesen der Menschenseele,,69d,
19130120,20.01.1913,1913,Wien,Geisteswissenschaft und Naturwissenschaft in ihrem Verhältnis zu den Lebensrätseln,,69d,
19130121,21.01.1913,1913,Wien,Das Leben zwischen dem Tode und einer neuen Geburt,,140,
19130123,23.01.1913,1913,Klagenfurt,,,,
19130126,26.01.1913,1913,Linz,Das Leben zwischen Tod und neuer Geburt. Vom Leben nach dem Tode,Einweihung des Zweites,140,
19130127,27.01.1913,1913,Linz,Das Wesen der Menschenseele und die Bedeutung des Todes,,69d,
19130130,30.01.1913,1913,Berlin,Raphaels Mission im Lichte der Wissenschaft vom Geiste.,,62,
19130202,02.02.1913,1913,Berlin,Gedenkworte für Verstorbene,Zusammenkunft an Stelle der elften Generalversammlung der Deutschen Sektion der Theosophischen Gesellschaft,261,
19130203a,03.02.1913,1913,Berlin,,Einleitende Worte zur ersten Generalversammlung der Anthroposophischen Gesellschaft,,
19130203b,03.02.1913,1913,Berlin,Das Wesen der Anthroposphie,,,
19130203c,03.02.1913,1913,Berlin,Vortrag 1,,144,26
19130203d,03.02.1913,1913,Berlin,Vom Wesen des Volksliedes,,,
19130204a,04.02.1913,1913,Berlin,Skizze eines Lebensabrisses aus Dr. Steiners Jugend,,,
19130204b,04.02.1913,1913,Berlin,Vortrag 2,,144,26
19130205a,05.02.1913,1913,Berlin,Der Ursprung der Architektur aus dem seelischen des Menschen und ihr Zusammenhang mit dem Gang der Menschheitsentwicklung II,Generalversammlung des Johannesbau-Vereins,286,
19130205b,05.02.1913,1913,Berlin,Vortrag 3,,144,26
19130206a,06.02.1913,1913,Berlin,Über eine zu gründende Handelsgesellschaft «Ceres»,,,
19130206b,06.02.1913,1913,Berlin,«Kampf ums Dasein» und «Gegenseitige Hilfe im Tierreich»,,,
19130206c,06.02.1913,1913,Berlin,Märchendichtungen im Lichte der Geistesforschung,,62,
19130206d,06.02.1913,1913,Berlin,,,265,
19130207a,07.02.1913,1913,Berlin,,Erste Abschiedsrede zur ersten Generalversammlung der Anthroposophischen Gesellschaft,,
19130207b,07.02.1913,1913,Berlin,Vortrag 4,,144,26
19130207c,07.02.1913,1913,Berlin,,,,
19130207d,07.02.1913,1913,München,Die Geisteswissenschaft und die geistige Welt. Ausblicke in die Ziele unserer Zeit,,,
19130208a,08.02.1913,1913,Berlin,Über «Das Gralsideal im Lichte naturwissenschaftlicher Beleuchtung»,Ausführungen nach einem Vortrag von Dr. F. Peipers,,
19130208b,08.02.1913,1913,Berlin,,Zweite Abschiedsrede zur ersten Generalversammlung der Anthroposophischen Gesellschaft,,
19130208c,08.02.1913,1913,Berlin,,,265,
19130208d,08.02.1913,1913,Berlin,,Esoterische Stunde,266/3,
19130209,09.02.1913,1913,Berlin,Über Volkslieder. Vom Wesen des Volksliedes,Matinee im Kunst- und Musikzimmer,281,
19130210,10.02.1913,1913,Berlin,,,265,
19130211,11.02.1913,1913,Berlin,Vortrag 8,,141,37
19130213,13.02.1913,1913,Berlin,Lionardos geistige Grösse am Wendepunkt zur neueren Zeit,,"62,324a",
19130216a,16.02.1913,1913,Tübingen,Das Leben zwischen Tod und neuer Geburt. Anthroposophie als Empfindungs- und Lebensgehalt. Andacht und Ehrfurcht vor dem Verborgenen,,140,
19130216b,16.02.1913,1913,Tübingen,Ergebnisse der Geistesforschung für Lebensfragen und das Todesrätsel,,69a,
19130217a,17.02.1913,1913,Stuttgart,"Die Beziehungen der Lebenden zu den Toten. - Buddha, Franz von Assisi. Die kosmische Seite des Lebens zwischen Tod und neuer Geburt. Der Weg durch die Sternensphären",,140,
19130217b,17.02.1913,1913,Stuttgart,,Esoterische Stunde,266/3,
19130218,18.02.1913,1913,Stuttgart,,,69e,
19130219,19.02.1913,1913,Stuttgart,Irrtümer der Geistesforschung,,69a,
19130220,20.02.1913,1913,Stuttgart,Die Beziehungen der Lebenden zu den Toten. Das gegenseitige In-Beziehung-Treten zwischen den Lebenden und den sogenannten Toten,,140,
19130224,24.02.1913,1913,Mannheim,Die Theosophie in ihrem Verhältnis zum Buddhismus und Christentum,,85,
19130225,25.02.1913,1913,Mannheim,Das Leben zwischen Tod und neuer Geburt,,,
19130226,26.02.1913,1913,Heidelberg,Die übersinnlichen Welten und das Wesen der Menschenseele,,69d,
19130227,27.02.1913,1913,Heidelberg,Das Leben zwischen dem Tode und einer neuen Geburt,,,
19130301,01.03.1913,1913,Karlsruhe,Geisteswissenschaft und Naturwissenschaft in ihrem Verhältnis zu den Lebensrätseln,,69a,
19130302,02.03.1913,1913,Frankfurt,"Das Leben zwischen dem Tode und einer neuen Geburt. Buddha, Franz von Assisi. Die Mission des Erdenlebens als Durchgangspunkt für das Jenseits",,140,
19130303,03.03.1913,1913,Frankfurt,Geisteswissenschaft und Naturwissenschaft in ihrem Verhältnis zu den Lebensrätseln,,69a,
19130304,04.03.1913,1913,Berlin,Vortrag 9,,141,37
19130306,06.03.1913,1913,Berlin,Irrtümer der Geistesforschung,,62,
19130309,09.03.1913,1913,München,Wie kann man von übersinnlichen Welten wissen?,,69d,
19130310,10.03.1913,1913,München,Das Leben nach dem Tode. Über das Leben zwischen Tod und neuer Geburt. - Die Zusammenhänge zwischen der sinnlichen und der übersinnlichen Welt,,140,
19130311,11.03.1913,1913,München,Raffael im Lichte der Geistewissenschaft,,69c,
19130312a,12.03.1913,1913,München,Das Leben zwischen Tod und neuer Geburt. Vom Durchgang des Menschen nach dem Tode durch die Sphären des Kosmos,,140,
19130312b,12.03.1913,1913,München,,Esoterische Stunde,266/3,
19130313,13.03.1913,1913,Augsburg,Das Wesen der Menschenseele und das Rätsel des Todes,,69d,
19130314,14.03.1913,1913,Augsburg,Zwei Strömungen innerhalb der fortlaufenden Entwickelung des Menschen sind bei der Erziehung zu berücksichtigen. Pädagogisches. Das Wirken der guten göttlichen und der luziferischen und ahrimanischen Mächte in der Seele,Einweihung des Zweiges,150,
19130316,16.03.1913,1913,Augsburg,,Esoterische Stunde,266/3,
19130320a,20.03.1913,1913,Haag,,Einleitung zum Zyklus,,
19130320b,20.03.1913,1913,Haag,Veränderungen in den menschlichen Hüllen unter dem Einfluss der Esoterik,,145,27
19130321a,21.03.1913,1913,Haag,,Esoterische Stunde,266/3,
19130321b,21.03.1913,1913,Haag,Das innere Erleben der Genussmittel,,145,27
19130322,22.03.1913,1913,Haag,Die Evolution der menschlichen Sinne,,145,27
19130323a,23.03.1913,1913,Haag,"Die besondere Konstellation des Osterfestes 1913: Frühlingsanfang am Karfreitag, Frühlingsvollmond am Karsamstag. Frühlingsanfang, Ostermond und Ostersonntag",,"145,150",
19130323b,23.03.1913,1913,Haag,Das differenzierte Erleben des Ätherischen,,145,27
19130324a,24.03.1913,1913,Haag,"Umwandlung von Urteil, Gefühl und Wille",,145,27
19130324b,24.03.1913,1913,Haag,,,,
19130325a,25.03.1913,1913,Haag,Die Paradieses- und die Gralslegende,,145,27
19130325b,25.03.1913,1913,Haag,,Esoterische Stunde,266/3,
19130326,26.03.1913,1913,Haag,Astralität und Egoität. Amfortas und Parzival,,145,27
19130327,27.03.1913,1913,Haag,Der Hüter der Schwelle. Kain und Abel,,145,27
19130328,28.03.1913,1913,Haag,Kentaur und Sphinx. Luzifer und Ahriman. Christus im Ätherischen,,145,27
19130329a,29.03.1913,1913,Haag,Das Weltengemälde des Ätherleibes,,145,27
19130329b,29.03.1913,1913,Haag,,,,
19130329c,29.03.1913,1913,Haag,Schlussworte zum Zyklus,,,
19130401,01.04.1913,1913,Berlin,Vortrag 10,,141,37
19130403,03.04.1913,1913,Berlin,Die Moral im Lichte der Geistesforschung,,62,
19130405,05.04.1913,1913,Breslau,Ergänzende Tatsachen über das Leben nach dem Tode. Ergänzende Tatsachen über das Leben zwischen Tod und neuer Geburt,,140,
19130410,10.04.1913,1913,Berlin,Das Erbe des neunzehnten Jahrhunderts,,62,
19130411a,11.04.1913,1913,Berlin,Besprechung mit Architekt C. Schmid-Curtius,,,
19130411b,11.04.1913,1913,Berlin,,Esoterische Stunde,266/3,
19130413a,13.04.1913,1913,Weimar,Die menschlichen Sinne und das Verhältnis zu den Toten. Sinneserleben und Erleben der Welt der Verstorbenen,,150,
19130413b,13.04.1913,1913,Erfurt,Das Leben zwischen Tod und neuer Geburt. die Toten als Helfer der nach Geisterkenntnis Strebender. Von der Einwirkung der Toten in die Welt der Lebenden,Einweihung des Johannes-Raffael-Zweiges,150,
19130423,23.04.1913,1913,Essen,Über den Verkehr mit den Toten,,,
19130425,25.04.1913,1913,Elberfeld,Über den Verkehr mit den Toten,Einweihung des Zweigraumes,,
19130427,27.04.1913,1913,Düsseldorf,Über den Verkehr mit den Toten,,140,
19130501,01.05.1913,1913,London,Okkulte Wissenschaft und okkulte Entwicklung - Einweihung,,152,
19130502,02.05.1913,1913,London,Christus zur Zeit des Mysteriums von Golgatha und Christus im 20. Jahrhundert,,152,
19130505,05.05.1913,1913,Paris,Makrokosmos und Mikrokosmos. Die Umwandlung der Kräfte der Seele in der Initiation,,150,
19130512,12.05.1913,1913,Köln,,,265,
19130513,13.05.1913,1913,Strassburg,Das Leben nach dem Tode,,140,
19130514a,14.05.1913,1913,Strassburg,Wahrheiten und Irrtümer der Geistesforschung,,69e,
19130514b,14.05.1913,1913,Strassburg,,Esoterische Stunde,266/3,
19130517,17.05.1913,1913,Stuttgart,Ergebnisse der Geistesforschung für Lebensfragen und das Todesrätsel,,69a,
19130518a,18.05.1913,1913,Stuttgart,Von Gabriel zu Michael. Der Michael-Impuls und das Mysterium von Golgatha,,152,
19130518b,18.05.1913,1913,Stuttgart,,Esoterische Stunde,266/3,
19130519,19.05.1913,1913,Stuttgart,Raffaels Mission im Sinne der Wissenschaft vom Geiste,,69c,
19130520a,20.05.1913,1913,Stuttgart,Über Angelegenheiten der Anthroposophischen Gesellschaft,,,
19130520b,20.05.1913,1913,Stuttgart,Von Gabriel zu Michael. Der Michael-Impuls und das Mysterium von Golgatha,,152,
19130528,28.05.1913,1913,Helsingfors,Vortrag 1,,146,28
19130529,29.05.1913,1913,Helsingfors,Vortrag 2,,146,28
19130530,30.05.1913,1913,Helsingfors,Vortrag 3,,146,28
19130531,31.05.1913,1913,Helsingfors,Vortrag 4,,146,28
19130601a,01.06.1913,1913,Helsingfors,Vortrag 5,,146,28
19130601b,01.06.1913,1913,Helsingfors,,Esoterische Stunde,266/3,
19130602,02.06.1913,1913,Helsingfors,Vortrag 6,,146,28
19130603,03.06.1913,1913,Helsingfors,Vortrag 7,,146,28
19130604a,04.06.1913,1913,Helsingfors,Vortrag 8,,146,28
19130604b,04.06.1913,1913,Helsingfors,Die Freiheit der Seele im Lichte der theosophischen Erkenntnis,,,
19130605a,05.06.1913,1913,Helsingfors,Vortrag 9,,146,28
19130605b,05.06.1913,1913,Helsingfors,"Vortrag für die russischen Zuhörer des Vortragszyklus ""Die okkulten Grundlagen Bhagavad Gita""",Vortrag für die russischen Zuhörer des Zyklus,158,
19130605c,05.06.1913,1913,Helsingfors,,Esoterische Stunde,266/3,
19130608a,08.06.1913,1913,Stockholm,,Esoterische Stunde,266/3,
19130608b,08.06.1913,1913,Stockholm,Natur und Geist im Lichte theosophischer Erkenntnis,,150,
19130610,10.06.1913,1913,Stockholm,Die Freiheit der Seele im Lichte theosophischer (anthroposophischer) Erkenntnis,,150,
19130824,24.08.1913,1913,München,Vortrag 1,,147,29
19130825,25.08.1913,1913,München,Vortrag 2,,147,29
19130826,26.08.1913,1913,München,Vortrag 3,,147,29
19130827,27.08.1913,1913,München,Vortrag 4,,147,29
19130828a,28.08.1913,1913,München,,Einleitende Worte zur ersten Eurythmie-Darbietung,277a,
19130828b,28.08.1913,1913,München,Vortrag 5,,147,29
19130829,29.08.1913,1913,München,Vortrag 6,,147,29
19130830,30.08.1913,1913,München,Vortrag 7,,147,29
19130831,31.08.1913,1913,München,Vortrag 8,,147,29
19130903,03.09.1913,1913,München,,Esoterische Stunde,266/3,
19130904,04.09.1913,1913,München,,Esoterische Stunde,266/3,
